8aj2_A     6qbr_A  8aj2A     6qbrA gtm1=  0.99271 gtm2=  0.96589 gbest= 0.992710  gdtts=   0.9907
8aj2_A     6qbq_A  8aj2A     6qbqA gtm1=  0.99213 gtm2=  0.95247 gbest= 0.992130  gdtts=   0.9895
8aj2_A     6qbo_A  8aj2A     6qboA gtm1=  0.99027 gtm2=  0.96793 gbest= 0.990270  gdtts=   0.9860
8aj2_A     5j1b_A  8aj2A     5j1bA gtm1=  0.98754 gtm2=  0.96528 gbest= 0.987540  gdtts=   0.9814
8aj2_A     6qbn_B  8aj2A     6qbnB gtm1=  0.98578 gtm2=  0.98125 gbest= 0.985780  gdtts=   0.9860
8aj2_A     6qbp_B  8aj2A     6qbpB gtm1=  0.98559 gtm2=  0.97657 gbest= 0.985590  gdtts=   0.9860
8aj2_A     6qbm_B  8aj2A     6qbmB gtm1=  0.98532 gtm2=  0.97185 gbest= 0.985320  gdtts=   0.9860
8aj2_A     8aj2_B  8aj2A     8aj2B gtm1=  0.98141 gtm2=  0.95070 gbest= 0.981410  gdtts=   0.9824
8aj2_A     6qbr_B  8aj2A     6qbrB gtm1=  0.98112 gtm2=  0.93357 gbest= 0.981120  gdtts=   0.9941
8aj2_A     6qbq_B  8aj2A     6qbqB gtm1=  0.98080 gtm2=  0.94157 gbest= 0.980800  gdtts=   0.9917
8aj2_A     6qbp_A  8aj2A     6qbpA gtm1=  0.97480 gtm2=  0.97031 gbest= 0.974800  gdtts=   0.9917
8aj2_A     6qbm_A  8aj2A     6qbmA gtm1=  0.97351 gtm2=  0.96460 gbest= 0.973510  gdtts=   0.9858
8aj2_A     6qbo_B  8aj2A     6qboB gtm1=  0.96943 gtm2=  0.95182 gbest= 0.969430  gdtts=   0.9905
8aj2_A     5j1b_B  8aj2A     5j1bB gtm1=  0.96825 gtm2=  0.95068 gbest= 0.968250  gdtts=   0.9893
8aj2_A     6qbn_A  8aj2A     6qbnA gtm1=  0.96545 gtm2=  0.96100 gbest= 0.965450  gdtts=   0.9916
8aj2_A     9kbd_C  8aj2A     9kbdC gtm1=  0.72512 gtm2=  0.40589 gbest= 0.725120  gdtts=   0.7255
8aj2_A     9kbf_C  8aj2A     9kbfC gtm1=  0.72253 gtm2=  0.40359 gbest= 0.722530  gdtts=   0.7215
8aj2_A     2icg_A  8aj2A     2icgA gtm1=  0.56637 gtm2=  0.73696 gbest= 0.736960  gdtts=   0.7115
8aj2_A     2prv_A  8aj2A     2prvA gtm1=  0.55309 gtm2=  0.74472 gbest= 0.744720  gdtts=   0.7125
8aj2_A     2prv_B  8aj2A     2prvB gtm1=  0.55135 gtm2=  0.74676 gbest= 0.746760  gdtts=   0.7248
8aj2_A     3ffv_A  8aj2A     3ffvA gtm1=  0.51488 gtm2=  0.59302 gbest= 0.593020  gdtts=   0.6154
8aj2_A     3ffv_B  8aj2A     3ffvB gtm1=  0.51348 gtm2=  0.58999 gbest= 0.589990  gdtts=   0.6024
8aj2_A     8fzz_B  8aj2A     8fzzB gtm1=  0.50036 gtm2=  0.54076 gbest= 0.540760  gdtts=   0.6105
8aj2_A     8fzz_D  8aj2A     8fzzD gtm1=  0.50005 gtm2=  0.54016 gbest= 0.540160  gdtts=   0.5993
8aj2_A     2pag_A  8aj2A     2pagA gtm1=  0.49460 gtm2=  0.74168 gbest= 0.741680  gdtts=   0.6905
8aj2_A     3d5p_A  8aj2A     3d5pA gtm1=  0.49360 gtm2=  0.75309 gbest= 0.753090  gdtts=   0.7520
8aj2_A     3d5p_B  8aj2A     3d5pB gtm1=  0.49153 gtm2=  0.74851 gbest= 0.748510  gdtts=   0.7358
8aj2_A     8g0k_B  8aj2A     8g0kB gtm1=  0.47663 gtm2=  0.52103 gbest= 0.521030  gdtts=   0.5883
