7xg3_A     7xg0_A  7xg3A     7xg0A gtm1=  0.98577 gtm2=  0.98577 gbest= 0.985770  gdtts=   0.9793
7xg3_A     7xg4_A  7xg3A     7xg4A gtm1=  0.98570 gtm2=  0.98570 gbest= 0.985700  gdtts=   0.9772
7xg3_A     7xg2_A  7xg3A     7xg2A gtm1=  0.98554 gtm2=  0.98554 gbest= 0.985540  gdtts=   0.9761
7xg3_A     8rc3_G  7xg3A     8rc3G gtm1=  0.96726 gtm2=  0.97119 gbest= 0.971190  gdtts=   0.9240
7xg3_A     7xfz_A  7xg3A     7xfzA gtm1=  0.96653 gtm2=  0.96653 gbest= 0.966530  gdtts=   0.8963
7xg3_A     7xg1_A  7xg3A     7xg1A gtm1=  0.96452 gtm2=  0.96452 gbest= 0.964520  gdtts=   0.8838
7xg3_A     8rfj_G  7xg3A     8rfjG gtm1=  0.96194 gtm2=  0.96583 gbest= 0.965830  gdtts=   0.9115
7xg3_A     8s37_G  7xg3A     8s37G gtm1=  0.60776 gtm2=  0.56642 gbest= 0.607760  gdtts=   0.5188
7xg3_A     8s35_G  7xg3A     8s35G gtm1=  0.60733 gtm2=  0.56607 gbest= 0.607330  gdtts=   0.5075
7xg3_A     8s36_G  7xg3A     8s36G gtm1=  0.60695 gtm2=  0.56579 gbest= 0.606950  gdtts=   0.5138
7xg3_A     8rc2_G  7xg3A     8rc2G gtm1=  0.60539 gtm2=  0.56419 gbest= 0.605390  gdtts=   0.5138
7xg3_A     7bxh_A  7xg3A     7bxhA gtm1=  0.25743 gtm2=  0.50809 gbest= 0.508090  gdtts=   0.6203
7xg3_A     2loo_A  7xg3A     2looA gtm1=  0.25627 gtm2=  0.50146 gbest= 0.501460  gdtts=   0.4557
7xg3_A     5us5_B  7xg3A     5us5B gtm1=  0.25092 gtm2=  0.52287 gbest= 0.522870  gdtts=   0.5481
7xg3_A     5us5_B  7xg3A     5us5B gtm1=  0.25081 gtm2=  0.53248 gbest= 0.532480  gdtts=   0.5353
7xg3_A     2jug_B  7xg3A     2jugB gtm1=  0.24649 gtm2=  0.57458 gbest= 0.574580  gdtts=   0.4767
7xg3_A     2m45_A  7xg3A     2m45A gtm1=  0.24419 gtm2=  0.52689 gbest= 0.526890  gdtts=   0.5700
7xg3_A     5us5_B  7xg3A     5us5B gtm1=  0.24311 gtm2=  0.50932 gbest= 0.509320  gdtts=   0.4936
7xg3_A     5us5_B  7xg3A     5us5B gtm1=  0.24112 gtm2=  0.50278 gbest= 0.502780  gdtts=   0.5714
7xg3_A     2l9s_B  7xg3A     2l9sB gtm1=  0.23945 gtm2=  0.51220 gbest= 0.512200  gdtts=   0.6071
7xg3_A     3tl8_K  7xg3A     3tl8K gtm1=  0.23758 gtm2=  0.50289 gbest= 0.502890  gdtts=   0.5673
7xg3_A     3tl8_F  7xg3A     3tl8F gtm1=  0.23754 gtm2=  0.50246 gbest= 0.502460  gdtts=   0.5641
7xg3_A     3tl8_B  7xg3A     3tl8B gtm1=  0.23673 gtm2=  0.50171 gbest= 0.501710  gdtts=   0.5601
7xg3_A     6tif_A  7xg3A     6tifA gtm1=  0.23637 gtm2=  0.51761 gbest= 0.517610  gdtts=   0.5822
7xg3_A     2aqe_A  7xg3A     2aqeA gtm1=  0.23539 gtm2=  0.50400 gbest= 0.504000  gdtts=   0.5709
7xg3_A     1s5q_B  7xg3A     1s5qB gtm1=  0.23447 gtm2=  0.52298 gbest= 0.522980  gdtts=   0.6618
7xg3_A     2e71_A  7xg3A     2e71A gtm1=  0.23283 gtm2=  0.51088 gbest= 0.510880  gdtts=   0.5000
7xg3_A     3fbl_A  7xg3A     3fblA gtm1=  0.23232 gtm2=  0.54335 gbest= 0.543350  gdtts=   0.6500
7xg3_A     1s5q_B  7xg3A     1s5qB gtm1=  0.23189 gtm2=  0.52363 gbest= 0.523630  gdtts=   0.6791
7xg3_A     1s5q_B  7xg3A     1s5qB gtm1=  0.23147 gtm2=  0.51178 gbest= 0.511780  gdtts=   0.6828
7xg3_A     2f05_A  7xg3A     2f05A gtm1=  0.22777 gtm2=  0.53067 gbest= 0.530670  gdtts=   0.6439
7xg3_A     2f05_A  7xg3A     2f05A gtm1=  0.22677 gtm2=  0.51901 gbest= 0.519010  gdtts=   0.6439
7xg3_A     2doe_A  7xg3A     2doeA gtm1=  0.22676 gtm2=  0.50830 gbest= 0.508300  gdtts=   0.6087
7xg3_A     2f05_A  7xg3A     2f05A gtm1=  0.22673 gtm2=  0.52688 gbest= 0.526880  gdtts=   0.6423
7xg3_A     2jug_B  7xg3A     2jugB gtm1=  0.22641 gtm2=  0.52240 gbest= 0.522400  gdtts=   0.5109
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22606 gtm2=  0.52231 gbest= 0.522310  gdtts=   0.6577
7xg3_A     6tif_B  7xg3A     6tifB gtm1=  0.22587 gtm2=  0.50853 gbest= 0.508530  gdtts=   0.6530
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22562 gtm2=  0.51712 gbest= 0.517120  gdtts=   0.6423
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22433 gtm2=  0.51765 gbest= 0.517650  gdtts=   0.6462
7xg3_A     2f05_A  7xg3A     2f05A gtm1=  0.22431 gtm2=  0.52180 gbest= 0.521800  gdtts=   0.6786
7xg3_A     2f05_A  7xg3A     2f05A gtm1=  0.22355 gtm2=  0.51448 gbest= 0.514480  gdtts=   0.6439
7xg3_A     2f05_A  7xg3A     2f05A gtm1=  0.22353 gtm2=  0.52420 gbest= 0.524200  gdtts=   0.6706
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22349 gtm2=  0.51786 gbest= 0.517860  gdtts=   0.6719
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22345 gtm2=  0.51950 gbest= 0.519500  gdtts=   0.6758
7xg3_A     2jug_A  7xg3A     2jugA gtm1=  0.22307 gtm2=  0.50866 gbest= 0.508660  gdtts=   0.5145
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.22277 gtm2=  0.56749 gbest= 0.567490  gdtts=   0.6523
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.22247 gtm2=  0.59030 gbest= 0.590300  gdtts=   0.6411
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22239 gtm2=  0.50976 gbest= 0.509760  gdtts=   0.6719
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.22230 gtm2=  0.56486 gbest= 0.564860  gdtts=   0.6289
7xg3_A     1e91_A  7xg3A     1e91A gtm1=  0.22155 gtm2=  0.51152 gbest= 0.511520  gdtts=   0.6523
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.22154 gtm2=  0.55776 gbest= 0.557760  gdtts=   0.6615
7xg3_A     2jug_A  7xg3A     2jugA gtm1=  0.22134 gtm2=  0.52059 gbest= 0.520590  gdtts=   0.5336
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22126 gtm2=  0.50698 gbest= 0.506980  gdtts=   0.6423
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22102 gtm2=  0.51436 gbest= 0.514360  gdtts=   0.6786
7xg3_A     2f05_A  7xg3A     2f05A gtm1=  0.22102 gtm2=  0.50531 gbest= 0.505310  gdtts=   0.6500
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.22097 gtm2=  0.50975 gbest= 0.509750  gdtts=   0.6484
7xg3_A     1e91_A  7xg3A     1e91A gtm1=  0.22071 gtm2=  0.51125 gbest= 0.511250  gdtts=   0.6746
7xg3_A     2f05_A  7xg3A     2f05A gtm1=  0.22061 gtm2=  0.50937 gbest= 0.509370  gdtts=   0.6746
7xg3_A     1e91_A  7xg3A     1e91A gtm1=  0.22033 gtm2=  0.50663 gbest= 0.506630  gdtts=   0.6602
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.21994 gtm2=  0.57649 gbest= 0.576490  gdtts=   0.6389
7xg3_A     1e91_A  7xg3A     1e91A gtm1=  0.21988 gtm2=  0.50615 gbest= 0.506150  gdtts=   0.6484
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.21963 gtm2=  0.51038 gbest= 0.510380  gdtts=   0.6774
7xg3_A     1e91_A  7xg3A     1e91A gtm1=  0.21950 gtm2=  0.50671 gbest= 0.506710  gdtts=   0.6523
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.21930 gtm2=  0.50774 gbest= 0.507740  gdtts=   0.6627
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.21899 gtm2=  0.57514 gbest= 0.575140  gdtts=   0.6290
7xg3_A     1e91_A  7xg3A     1e91A gtm1=  0.21891 gtm2=  0.50613 gbest= 0.506130  gdtts=   0.6746
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.21875 gtm2=  0.57171 gbest= 0.571710  gdtts=   0.6734
7xg3_A     1e91_A  7xg3A     1e91A gtm1=  0.21829 gtm2=  0.50095 gbest= 0.500950  gdtts=   0.6706
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.21806 gtm2=  0.50300 gbest= 0.503000  gdtts=   0.6865
7xg3_A     2jug_A  7xg3A     2jugA gtm1=  0.21805 gtm2=  0.50865 gbest= 0.508650  gdtts=   0.5341
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.21759 gtm2=  0.56405 gbest= 0.564050  gdtts=   0.6492
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.21729 gtm2=  0.55888 gbest= 0.558880  gdtts=   0.6349
7xg3_A     1pd7_A  7xg3A     1pd7A gtm1=  0.21722 gtm2=  0.50868 gbest= 0.508680  gdtts=   0.6885
7xg3_A     2jug_A  7xg3A     2jugA gtm1=  0.21713 gtm2=  0.50895 gbest= 0.508950  gdtts=   0.5299
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.21637 gtm2=  0.55900 gbest= 0.559000  gdtts=   0.6250
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.21576 gtm2=  0.55103 gbest= 0.551030  gdtts=   0.6290
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.21388 gtm2=  0.53982 gbest= 0.539820  gdtts=   0.6667
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.21360 gtm2=  0.53110 gbest= 0.531100  gdtts=   0.6445
7xg3_A     2rmr_A  7xg3A     2rmrA gtm1=  0.21292 gtm2=  0.54930 gbest= 0.549300  gdtts=   0.6393
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.21259 gtm2=  0.54241 gbest= 0.542410  gdtts=   0.6532
7xg3_A     6xaw_A  7xg3A     6xawA gtm1=  0.21214 gtm2=  0.56556 gbest= 0.565560  gdtts=   0.7000
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.21187 gtm2=  0.53060 gbest= 0.530600  gdtts=   0.6349
7xg3_A     2cr7_A  7xg3A     2cr7A gtm1=  0.21135 gtm2=  0.50054 gbest= 0.500540  gdtts=   0.6089
7xg3_A     2jug_B  7xg3A     2jugB gtm1=  0.21047 gtm2=  0.50101 gbest= 0.501010  gdtts=   0.5595
7xg3_A     2czy_A  7xg3A     2czyA gtm1=  0.21005 gtm2=  0.52643 gbest= 0.526430  gdtts=   0.6792
7xg3_A     2czy_A  7xg3A     2czyA gtm1=  0.21003 gtm2=  0.53279 gbest= 0.532790  gdtts=   0.6833
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.20978 gtm2=  0.53358 gbest= 0.533580  gdtts=   0.6721
7xg3_A     2czy_A  7xg3A     2czyA gtm1=  0.20902 gtm2=  0.51753 gbest= 0.517530  gdtts=   0.6680
7xg3_A     5o9b_A  7xg3A     5o9bA gtm1=  0.20899 gtm2=  0.54289 gbest= 0.542890  gdtts=   0.5595
7xg3_A     2czy_A  7xg3A     2czyA gtm1=  0.20855 gtm2=  0.51772 gbest= 0.517720  gdtts=   0.6792
7xg3_A     6y1h_A  7xg3A     6y1hA gtm1=  0.20841 gtm2=  0.52039 gbest= 0.520390  gdtts=   0.5147
7xg3_A     2czy_A  7xg3A     2czyA gtm1=  0.20837 gtm2=  0.52171 gbest= 0.521710  gdtts=   0.6875
7xg3_A     2czy_A  7xg3A     2czyA gtm1=  0.20830 gtm2=  0.51892 gbest= 0.518920  gdtts=   0.6833
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.20700 gtm2=  0.52285 gbest= 0.522850  gdtts=   0.6625
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.20656 gtm2=  0.51813 gbest= 0.518130  gdtts=   0.6475
7xg3_A     2rms_A  7xg3A     2rmsA gtm1=  0.20647 gtm2=  0.51995 gbest= 0.519950  gdtts=   0.6434
7xg3_A     2rms_A  7xg3A     2rmsA gtm1=  0.20566 gtm2=  0.51848 gbest= 0.518480  gdtts=   0.6434
7xg3_A     2lr8_A  7xg3A     2lr8A gtm1=  0.20485 gtm2=  0.50829 gbest= 0.508290  gdtts=   0.5430
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.20479 gtm2=  0.51505 gbest= 0.515050  gdtts=   0.6667
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.20470 gtm2=  0.51824 gbest= 0.518240  gdtts=   0.6500
7xg3_A     5o9b_A  7xg3A     5o9bA gtm1=  0.20428 gtm2=  0.53944 gbest= 0.539440  gdtts=   0.5738
7xg3_A     2rms_A  7xg3A     2rmsA gtm1=  0.20417 gtm2=  0.50488 gbest= 0.504880  gdtts=   0.6393
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.20387 gtm2=  0.52325 gbest= 0.523250  gdtts=   0.6780
7xg3_A     5o9b_A  7xg3A     5o9bA gtm1=  0.20284 gtm2=  0.54191 gbest= 0.541910  gdtts=   0.6102
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20186 gtm2=  0.56330 gbest= 0.563300  gdtts=   0.6568
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.20183 gtm2=  0.51252 gbest= 0.512520  gdtts=   0.6780
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20180 gtm2=  0.56254 gbest= 0.562540  gdtts=   0.6568
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20159 gtm2=  0.55110 gbest= 0.551100  gdtts=   0.6458
7xg3_A     2ld7_B  7xg3A     2ld7B gtm1=  0.20157 gtm2=  0.51280 gbest= 0.512800  gdtts=   0.6750
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20125 gtm2=  0.55558 gbest= 0.555580  gdtts=   0.6568
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20094 gtm2=  0.55402 gbest= 0.554020  gdtts=   0.6610
7xg3_A     5o9b_A  7xg3A     5o9bA gtm1=  0.20080 gtm2=  0.53048 gbest= 0.530480  gdtts=   0.5875
7xg3_A     5o9b_A  7xg3A     5o9bA gtm1=  0.20061 gtm2=  0.52564 gbest= 0.525640  gdtts=   0.6102
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20053 gtm2=  0.54735 gbest= 0.547350  gdtts=   0.6500
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20045 gtm2=  0.55106 gbest= 0.551060  gdtts=   0.6568
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20025 gtm2=  0.55054 gbest= 0.550540  gdtts=   0.6568
7xg3_A     2kfd_A  7xg3A     2kfdA gtm1=  0.20000 gtm2=  0.56786 gbest= 0.567860  gdtts=   0.6798
