8aj2_B     6qbr_B  8aj2B     6qbrB gtm1=  0.97746 gtm2=  0.96036 gbest= 0.977460  gdtts=   0.9729
8aj2_B     6qbq_B  8aj2B     6qbqB gtm1=  0.97653 gtm2=  0.96789 gbest= 0.976530  gdtts=   0.9784
8aj2_B     6qbo_B  8aj2B     6qboB gtm1=  0.96190 gtm2=  0.97493 gbest= 0.974930  gdtts=   0.9758
8aj2_B     5j1b_B  8aj2B     5j1bB gtm1=  0.96167 gtm2=  0.97469 gbest= 0.974690  gdtts=   0.9747
8aj2_B     6qbq_A  8aj2B     6qbqA gtm1=  0.96108 gtm2=  0.95259 gbest= 0.961080  gdtts=   0.9736
8aj2_B     6qbo_A  8aj2B     6qboA gtm1=  0.96043 gtm2=  0.96904 gbest= 0.969040  gdtts=   0.9690
8aj2_B     6qbm_A  8aj2B     6qbmA gtm1=  0.95953 gtm2=  0.98141 gbest= 0.981410  gdtts=   0.9757
8aj2_B     6qbp_A  8aj2B     6qbpA gtm1=  0.95871 gtm2=  0.98512 gbest= 0.985120  gdtts=   0.9826
8aj2_B     6qbr_A  8aj2B     6qbrA gtm1=  0.95826 gtm2=  0.96254 gbest= 0.962540  gdtts=   0.9713
8aj2_B     5j1b_A  8aj2B     5j1bA gtm1=  0.95371 gtm2=  0.96226 gbest= 0.962260  gdtts=   0.9677
8aj2_B     6qbn_A  8aj2B     6qbnA gtm1=  0.95334 gtm2=  0.97959 gbest= 0.979590  gdtts=   0.9813
8aj2_B     8aj2_A  8aj2B     8aj2A gtm1=  0.95069 gtm2=  0.98139 gbest= 0.981390  gdtts=   0.9824
8aj2_B     6qbm_B  8aj2B     6qbmB gtm1=  0.94993 gtm2=  0.96714 gbest= 0.967140  gdtts=   0.9744
8aj2_B     6qbp_B  8aj2B     6qbpB gtm1=  0.94885 gtm2=  0.97044 gbest= 0.970440  gdtts=   0.9744
8aj2_B     6qbn_B  8aj2B     6qbnB gtm1=  0.94740 gtm2=  0.97342 gbest= 0.973420  gdtts=   0.9778
8aj2_B     9kbf_C  8aj2B     9kbfC gtm1=  0.70908 gtm2=  0.40743 gbest= 0.709080  gdtts=   0.7216
8aj2_B     9kbd_C  8aj2B     9kbdC gtm1=  0.70849 gtm2=  0.40898 gbest= 0.708490  gdtts=   0.7230
8aj2_B     2icg_A  8aj2B     2icgA gtm1=  0.55084 gtm2=  0.73720 gbest= 0.737200  gdtts=   0.7045
8aj2_B     2prv_A  8aj2B     2prvA gtm1=  0.53585 gtm2=  0.74144 gbest= 0.741440  gdtts=   0.7018
8aj2_B     2prv_B  8aj2B     2prvB gtm1=  0.53544 gtm2=  0.74589 gbest= 0.745890  gdtts=   0.7158
8aj2_B     3ffv_B  8aj2B     3ffvB gtm1=  0.50050 gtm2=  0.59082 gbest= 0.590820  gdtts=   0.6094
8aj2_B     3ffv_A  8aj2B     3ffvA gtm1=  0.50041 gtm2=  0.59078 gbest= 0.590780  gdtts=   0.6215
8aj2_B     8fzz_B  8aj2B     8fzzB gtm1=  0.48745 gtm2=  0.54125 gbest= 0.541250  gdtts=   0.6196
8aj2_B     8fzz_D  8aj2B     8fzzD gtm1=  0.48636 gtm2=  0.53974 gbest= 0.539740  gdtts=   0.6125
8aj2_B     2pag_A  8aj2B     2pagA gtm1=  0.48031 gtm2=  0.74134 gbest= 0.741340  gdtts=   0.6964
8aj2_B     3d5p_A  8aj2B     3d5pA gtm1=  0.47860 gtm2=  0.75301 gbest= 0.753010  gdtts=   0.7643
